FileDir,R,G,B
./classification/shine_muscat_rembg/h5bjJtG5XAYYll3ekhTUsIqxpJh2_3_3.png,0.429455875238339,0.588770312188736,0.453076353908762
./classification/shine_muscat_rembg/LFv4Zfpax2MfiwCevisWzvPv1h23_6_3.png,0.50010962309996,0.498656269424196,0.116433293778607
./classification/shine_muscat_rembg/60TiN3ofOZMGIp67vkZdqPPHLWG2_0_3.png,0.462480968858131,0.47960092272203,0.324243367935409
./classification/shine_muscat_rembg/Lxwc0iV4HDehbTrrjcilczUj1oR2_12_3.png,0.567483804094325,0.627656560421525,0.334860499265786
./classification/shine_muscat_rembg/4HLc9cd1VtSZyMr6zfZTBOIH0bC2_0_3.png,0.541733709469578,0.654438755964197,0.576181520565597
./classification/shine_muscat_rembg/e46uocnHchOR7uTTVYuKm1OLmqx1_1_3.png,0.445217458299626,0.481854719621968,0.369251511999692
./classification/shine_muscat_rembg/4Zxq51qdTUb3sDstSdIFgdxEEmz1_5_3.png,0.4905239039436,0.523473892927958,0.372665344789601
./classification/shine_muscat_rembg/HZl22XO10eXk4JTyxJiLfliGx8v1_4_3.png,0.473745861981156,0.500670571258807,0.219035735506324
./classification/shine_muscat_rembg/gDJ3HPPjvzQLCVK0KIVSQIemTEI2_0_3.png,0.560611948847243,0.582123299770359,0.314190125954832
./classification/shine_muscat_rembg/mN9d4ZoyuRaGxolcNm5th0tYPHa2_3_3.png,0.259947485738033,0.279054743284597,0.085169443499943
./classification/shine_muscat_rembg/OulHeXby7xUi0UX7eLBdX4eTrPz1_6_3.png,0.521628498727735,0.495537287140341,0.176324364155527
./classification/shine_muscat_rembg/Gf2krynLW6Mj2LxIFILiJ3jg51j2_15_3.png,0.443957747843783,0.441644862228252,0.273303830043824
./classification/shine_muscat_rembg/LUFwApMi3saUjynuvbBCygNMrYC2_4_3.png,0.366538906371877,0.391528820032814,0.226599693375292
./classification/shine_muscat_rembg/wnBuuyD4AicwEokro7eL0IONx843_8_3.png,0.468729105752403,0.491116211316167,0.315245071839532
./classification/shine_muscat_rembg/mg5aUdwmbQQNkKlLxAqKFen8TWm2_10_3.png,0.387275469628411,0.45834635952283,0.348443713149595
./classification/shine_muscat_rembg/LFv4Zfpax2MfiwCevisWzvPv1h23_3_3.png,0.474887425356081,0.557719885814471,0.321400795702308
./classification/shine_muscat_rembg/9UG434dfgBOiVmjQOPtrqsCArR32_1_3.png,0.454618109480517,0.457436845993218,0.237806899680667
./classification/shine_muscat_rembg/lMHwhLOTKJZzm54DNsn9uJjFp6i1_0_3.png,0.730132641291811,0.819602754596648,0.484980324309655
./classification/shine_muscat_rembg/WLWbEPtbwYP9rwyULcrhmu0FMgr1_2_3.png,0.408327744485069,0.431326395950068,0.274241539204869
./classification/shine_muscat_rembg/wnBuuyD4AicwEokro7eL0IONx843_16_3.png,0.441746641074856,0.46285423958451,0.278090775657672
./classification/shine_muscat_rembg/7WlvrDph6NOgVA5q4Whkh5RrMMg1_0_3.png,0.410384607939918,0.443443083057507,0.189915413351915
./classification/shine_muscat_rembg/DsrKaDbcSdQWjE6R2NQYSBLEPKn1_5_3.png,0.510167536605869,0.541536175786366,0.331777217367505
./classification/shine_muscat_rembg/b8TV6EU0vrTcYpZurB3H3eNvlxr1_6_3.png,0.367183253599263,0.389652539137075,0.252202232553961
./classification/shine_muscat_rembg/iIMm6D13p8Ymh4Wqst8dxracpn93_12_3.png,0.484463827725183,0.514179342623125,0.162346795258188
./classification/shine_muscat_rembg/mgwUrQidp9cOMGzOn8wb2GTNEv42_4_3.png,0.55724445050326,0.571758344125599,0.40084747688183
./classification/shine_muscat_rembg/ZPNqZOQs4MfekLGaYMQewrjYZaF3_5_3.png,0.539013276035666,0.571621046512835,0.28399298311172
./classification/shine_muscat_rembg/kiwtnLvJEORv3uUzZvj71xkyzxJ3_0_3.png,0.429734065965271,0.616032712867913,0.519657537164033
./classification/shine_muscat_rembg/b8TV6EU0vrTcYpZurB3H3eNvlxr1_5_3.png,0.386107348975682,0.4168454189392,0.261951999219103
./classification/shine_muscat_rembg/yqirVxgybQVtc8IZgQWDwsukvar2_6_3.png,0.415089895383073,0.420524963979202,0.254102612290923
./classification/shine_muscat_rembg/O8CoSYLlQHSz8bSiJ49lkwUBbKl2_2_3.png,0.39856152067814,0.395330650455233,0.274093101578331
./classification/shine_muscat_rembg/9UG434dfgBOiVmjQOPtrqsCArR32_3_3.png,0.502561004842035,0.516561676015149,0.343017402560046
./classification/shine_muscat_rembg/jl078viZgJWXCXnZPyEOmT9xWtC2_1_3.png,0.510673838857077,0.635624963849847,0.375350801087397
./classification/shine_muscat_rembg/y4D0WWARVjM77OTWjKqnt515lG13_1_3.png,0.565991357783423,0.578353201745815,0.33391092871257
./classification/shine_muscat_rembg/oP2s2Doj2GNg1j08sd3Y6mVDIi02_0_3.png,0.470269165782546,0.480150890015325,0.275454438288341
./classification/shine_muscat_rembg/a0UM5CBCSjecr3ypTrXxEJKRa6w2_1_3.png,0.51498817425803,0.545145723659114,0.394445716029603
./classification/shine_muscat_rembg/wnBuuyD4AicwEokro7eL0IONx843_14_3.png,0.582484923551747,0.619073145309211,0.503769281271363
./classification/shine_muscat_rembg/P4c0JEtb55WUbFu5UikTWQXEPAF2_10_3.png,0.467113057989153,0.441497705465165,0.305106382978723
./classification/shine_muscat_rembg/LFv4Zfpax2MfiwCevisWzvPv1h23_7_3.png,0.47924718806163,0.451415224517545,0.185669379320558
./classification/shine_muscat_rembg/Dc0WrvwXWCPSnnw0EWPs9wIo9Vi2_6_3.png,0.183516515724376,0.193049815840636,0.080332561524859
./classification/shine_muscat_rembg/XBOvU5hwioVWH64Iwh3BmJPEJjA3_0_3.png,0.304665644759532,0.280526282174107,0.125413553043367
./classification/shine_muscat_rembg/2R4pzOrk7DXEXHMcyUIkIuNB5jD3_0_3.png,0.477232875529066,0.477951973741038,0.323082404768075
./classification/shine_muscat_rembg/3BWYNWUrUJc2dooVNq4RCVbdvkF3_10_3.png,0.383120718166785,0.407134420033074,0.20012336929417
./classification/shine_muscat_rembg/7INZg4v4GvROlnjwBuZUEIh8eBt2_3_3.png,0.451633986928105,0.461709128095683,0.270477079720777
./classification/shine_muscat_rembg/5Ca50apGZ6VGuoeYmDJpYV9qEu23_3_3.png,0.624367703285694,0.637064752908463,0.420384796254268
./classification/shine_muscat_rembg/5sLxODxqADQbrmVVKrTuhffNq8B2_1_3.png,0.368974799840219,0.41941680126435,0.287799371298564
./classification/shine_muscat_rembg/7wtBi1DTiLh1hip8jd8IxONTKko2_0_3.png,0.322325191133111,0.52568332138019,0.427177229964422
./classification/shine_muscat_rembg/O8CoSYLlQHSz8bSiJ49lkwUBbKl2_1_3.png,0.474890603600895,0.443942278785449,0.276924875572035
./classification/shine_muscat_rembg/LFv4Zfpax2MfiwCevisWzvPv1h23_2_3.png,0.503681030244398,0.583063983209892,0.359369630839664
./classification/shine_muscat_rembg/yqirVxgybQVtc8IZgQWDwsukvar2_5_3.png,0.614326692600888,0.602134988932113,0.380517898542182
./classification/shine_muscat_rembg/ePFLPMQGSfUnOlK8UtOiRSipXKp2_17_3.png,0.625976883739468,0.529998933441112,0.383074271792886
./classification/shine_muscat_rembg/ePFLPMQGSfUnOlK8UtOiRSipXKp2_9_3.png,0.603543480172338,0.591778774289985,0.456005451507958
./classification/shine_muscat_rembg/yrmY6DfT3cVRJ71QjOMtA2C3xtx2_7_3.png,0.479600684087022,0.587791830728234,0.439786421668059
./classification/shine_muscat_rembg/7wtBi1DTiLh1hip8jd8IxONTKko2_12_3.png,0.445430290216215,0.441813285005915,0.195162224068061
./classification/shine_muscat_rembg/mg5aUdwmbQQNkKlLxAqKFen8TWm2_1_3.png,0.453132586367881,0.524822595704949,0.454519140989729
./classification/shine_muscat_rembg/Gf2krynLW6Mj2LxIFILiJ3jg51j2_10_3.png,0.432558584409374,0.402892395982783,0.243175514108082
./classification/shine_muscat_rembg/TXboCjSwt5N6EegTRx5qGfF529A2_0_3.png,0.501969088323524,0.641480604947114,0.443909527813243
./classification/shine_muscat_rembg/9UG434dfgBOiVmjQOPtrqsCArR32_0_3.png,0.475611996326025,0.534675132782237,0.37614312527455
./classification/shine_muscat_rembg/9gsemINaeJddrR4xqkS61tGPAef1_1_3.png,0.408006051085123,0.381113632396579,0.277437598184674
./classification/shine_muscat_rembg/hBbgjFeiYhboiu9zPpiJoncYlVp2_1_3.png,0.472988445378151,0.504408263305322,0.250323879551821
./classification/shine_muscat_rembg/WLWbEPtbwYP9rwyULcrhmu0FMgr1_1_3.png,0.424096787651231,0.454341003177048,0.327941978755496
